date,Abortion,China,Economy,Fbi Trump Raid,Jan 6,Pelosi,Russia,Shooting,Student Debt,Twitter / Musk,UK Politics,US Politics,Ukraine
2022-10-17,24.0,1.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,6.0,72.0,59.0
2022-10-18,24.0,1.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,6.0,73.0,59.0
2022-10-19,24.0,1.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,6.0,74.0,59.0
2022-10-20,24.0,1.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,7.0,74.0,59.0
2022-10-21,24.0,1.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,7.0,75.0,59.0
2022-10-22,24.0,2.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,7.0,75.0,59.0
2022-10-23,24.0,3.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,7.0,75.0,59.0
2022-10-24,24.0,3.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,8.0,75.0,59.0
2022-10-25,24.0,3.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,8.0,76.0,59.0
2022-10-26,24.0,3.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,6.0,8.0,77.0,59.0
2022-10-27,24.0,3.0,11.0,11.0,9.0,1.0,3.0,23.0,5.0,7.0,8.0,77.0,59.0
2022-10-28,24.0,3.0,11.0,11.0,9.0,2.0,3.0,23.0,5.0,7.0,8.0,77.0,59.0
2022-10-29,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,7.0,8.0,77.0,59.0
2022-10-30,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,8.0,8.0,77.0,59.0
2022-10-31,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,9.0,8.0,77.0,59.0
2022-11-01,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,10.0,8.0,77.0,59.0
2022-11-02,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,10.0,8.0,78.0,59.0
2022-11-03,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,11.0,8.0,78.0,59.0
2022-11-04,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,12.0,8.0,78.0,59.0
2022-11-05,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,13.0,8.0,78.0,59.0
2022-11-06,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,14.0,8.0,78.0,59.0
2022-11-07,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,14.0,8.0,79.0,59.0
2022-11-08,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,14.0,8.0,80.0,59.0
2022-11-09,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,14.0,8.0,81.0,59.0
2022-11-10,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,15.0,8.0,81.0,59.0
2022-11-11,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,16.0,8.0,81.0,59.0
2022-11-12,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,16.0,8.0,82.0,59.0
2022-11-13,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,16.0,8.0,83.0,59.0
2022-11-14,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,16.0,8.0,84.0,59.0
2022-11-15,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,16.0,8.0,85.0,59.0
2022-11-16,24.0,3.0,11.0,11.0,9.0,3.0,3.0,23.0,5.0,16.0,8.0,86.0,59.0
2022-11-17,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,16.0,8.0,86.0,59.0
2022-11-18,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,16.0,8.0,87.0,59.0
2022-11-19,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,17.0,8.0,87.0,59.0
2022-11-20,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,18.0,8.0,87.0,59.0
2022-11-21,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,19.0,8.0,87.0,59.0
2022-11-22,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,20.0,8.0,87.0,59.0
2022-11-23,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,21.0,8.0,87.0,59.0
2022-11-24,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,22.0,8.0,87.0,59.0
2022-11-25,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,22.0,8.0,88.0,59.0
2022-11-26,24.0,3.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,23.0,8.0,88.0,59.0
2022-11-27,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,23.0,8.0,88.0,59.0
2022-11-28,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,24.0,8.0,88.0,59.0
2022-11-29,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,25.0,8.0,88.0,59.0
2022-11-30,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,25.0,8.0,89.0,59.0
2022-12-01,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,25.0,8.0,90.0,59.0
2022-12-02,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,26.0,8.0,90.0,59.0
2022-12-03,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,27.0,8.0,90.0,59.0
2022-12-04,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,28.0,8.0,90.0,59.0
2022-12-05,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,29.0,8.0,90.0,59.0
2022-12-06,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,29.0,8.0,91.0,59.0
2022-12-07,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,29.0,8.0,92.0,59.0
2022-12-08,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,30.0,8.0,92.0,59.0
2022-12-09,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,31.0,8.0,92.0,59.0
2022-12-10,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,32.0,8.0,92.0,59.0
2022-12-11,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,33.0,8.0,92.0,59.0
2022-12-12,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,34.0,8.0,92.0,59.0
2022-12-13,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,35.0,8.0,92.0,59.0
2022-12-14,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,36.0,8.0,92.0,59.0
2022-12-15,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,37.0,8.0,92.0,59.0
2022-12-16,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,38.0,8.0,92.0,59.0
2022-12-17,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,39.0,8.0,92.0,59.0
2022-12-18,24.0,4.0,11.0,11.0,9.0,4.0,3.0,23.0,5.0,41.0,8.0,92.0,59.0
